Arc Center Distance,Diameter,Width,Pitch,Blade Count,Rotational Speed,Thrust
1.25,9,1.25,30,4,500,4.585054136
1.25,9,1.25,30,4,1000,18.38078686
1.25,9,1.25,30,4,1500,40.55424715
1.25,9,1.25,30,4,2000,82.86898165
1.25,9,1.25,30,4,2500,129.8435051
1.25,9,1.25,45,4,500,4.174930601
1.25,9,1.25,45,4,1000,16.79926491
1.25,9,1.25,45,4,1500,38.17296618
1.25,9,1.25,45,4,2000,71.12378836
1.25,9,1.25,45,4,2500,107.5983776
1.25,9,1.5,30,4,500,5.106971364
1.25,9,1.5,30,4,1000,20.7184658
1.25,9,1.5,30,4,1500,49.23775263
1.25,9,1.5,30,4,2000,86.49616851
1.25,9,1.5,30,4,2500,135.6618326
1.25,9,1.5,45,4,500,4.237720251
1.25,9,1.5,45,4,1000,16.90267536
1.25,9,1.5,45,4,1500,37.76050306
1.25,9,1.5,45,4,2000,70.46875589
1.25,9,1.5,45,4,2500,108.1528759
1.25,11,0.25,30,4,500,1.764052231
1.25,11,0.25,30,4,1000,7.379583668
1.25,11,0.25,30,4,1500,17.03148747
1.25,11,0.25,45,4,500,2.581414396
1.25,11,0.25,45,4,1000,9.924631536
1.25,11,0.25,45,4,1500,22.40421319
1.25,11,0.25,45,4,2000,26.40428287
1.25,11,0.25,60,4,500,3.012078914
1.25,11,0.25,60,4,1000,11.57487857
1.25,11,0.25,60,4,1500,25.97136549
1.25,11,0.25,60,4,2000,36.83344973
1.25,11,0.75,30,4,500,6.624191794
1.25,11,0.75,30,4,1000,26.98889493
1.25,11,0.75,30,4,1500,56.19648447
1.25,11,0.75,30,4,2000,70.02655628
1.25,11,0.75,45,4,500,7.801679938
1.25,11,0.75,45,4,1000,30.29640718
1.25,11,0.75,45,4,1500,68.1195276
1.25,11,0.75,45,4,2000,119.7915242
1.25,11,0.75,60,4,500,4.422982751
1.25,11,0.75,60,4,1000,18.24536209
1.25,11,0.75,60,4,1500,42.24177097
1.25,11,0.75,60,4,2000,76.42581347
1.25,11,1.25,30,4,500,12.52651974
1.25,11,1.25,30,4,1000,47.92702601
1.25,11,1.25,30,4,1500,108.6843267
1.25,11,1.25,30,4,2000,185.9160546
1.25,11,1.25,45,4,500,12.64017277
1.25,11,1.25,45,4,1000,51.9077132
1.25,11,1.25,45,4,1500,119.325313
1.25,11,1.25,45,4,2000,214.3172471
1.25,11,1.25,60,4,500,5.616163498
1.25,11,1.25,60,4,1000,25.31239348
1.25,11,1.25,60,4,1500,50.28257869
1.25,11,1.25,60,4,2000,78.03978118
1.25,11,1.5,30,4,500,13.63605166
1.25,11,1.5,30,4,1000,56.83433816
1.25,11,1.5,30,4,1500,118.7402164
1.25,11,1.5,30,4,2000,195.4983177
1.25,11,1.5,45,4,500,10.29788687
1.25,11,1.5,45,4,1000,41.03522304
1.25,11,1.5,45,4,1500,94.41630254
1.25,11,1.5,45,4,2000,167.7114392
1.25,11,1.5,60,4,500,3.634636981
1.25,11,1.5,60,4,1000,14.68166486
1.25,11,1.5,60,4,1500,31.83884689
1.25,11,1.5,60,4,2000,47.98951168
1.75,7,0.75,45,4,2000,3.990658431
1.75,7,0.75,45,4,2500,6.3267484
1.75,7,1.5,30,4,500,0.64272993
1.75,7,1.5,30,4,1000,2.59580302
1.75,7,1.5,30,4,1500,5.913343785
1.75,7,1.5,30,4,2000,10.37530533
1.75,7,1.5,30,4,2500,17.01021114
1.75,9,0.25,30,4,500,0.377859905
1.75,9,0.25,30,4,1000,1.5370568
1.75,9,0.25,30,4,1500,3.401988757
1.75,9,0.25,30,4,2000,4.738685927
1.75,9,0.25,45,4,500,0.4260206357
1.75,9,0.25,45,4,1000,1.692468295
1.75,9,0.25,45,4,1500,3.904778501
1.75,9,0.25,45,4,2000,5.895774756
1.75,9,0.25,60,4,500,0.6081113307
1.75,9,0.25,60,4,1000,2.482824047
1.75,9,0.25,60,4,1500,5.19794085
1.75,9,0.25,60,4,2000,8.674189299
1.75,9,0.25,60,4,2500,10.43287461
1.75,9,0.75,30,4,500,3.413037734
1.75,9,0.75,30,4,1000,13.59306818
1.75,9,0.75,30,4,1500,30.33493827
1.75,9,0.75,30,4,2000,59.52619865
1.75,9,0.75,30,4,2500,87.90063351
1.75,9,0.75,45,4,500,0.8643628994
1.75,9,0.75,45,4,1000,3.515905399
1.75,9,0.75,45,4,1500,7.795853821
1.75,9,0.75,45,4,2000,14.04837255
1.75,9,0.75,45,4,2500,21.81112065
1.75,9,0.75,60,4,500,1.222702235
1.75,9,0.75,60,4,1000,4.785499932
1.75,9,0.75,60,4,1500,10.50930492
1.75,9,0.75,60,4,2000,19.18301356
1.75,9,0.75,60,4,2500,29.03249275
1.75,9,1.25,30,4,500,3.828125069
1.75,9,1.25,30,4,1000,15.72093619
1.75,9,1.25,30,4,1500,34.70700808
1.75,9,1.25,30,4,2000,64.3913824
1.75,9,1.25,30,4,2500,108.1693305
1.75,9,1.25,45,4,500,1.290184838
1.75,9,1.25,45,4,1000,5.130218567
1.75,9,1.25,45,4,1500,11.59681306
1.75,9,1.25,45,4,2000,21.17767754
1.75,9,1.25,45,4,2500,32.79472283
1.75,9,1.5,30,4,500,4.179969144
1.75,9,1.5,30,4,1000,17.33343151
1.75,9,1.5,30,4,1500,36.90424563
1.75,9,1.5,30,4,2000,71.47689161
1.75,9,1.5,30,4,2500,109.4696162
1.75,9,1.5,45,4,500,1.540237124
1.75,9,1.5,45,4,1000,6.309271133
1.75,9,1.5,45,4,1500,14.38798149
1.75,9,1.5,45,4,2000,25.70126901
1.75,9,1.5,45,4,2500,39.43864103
1.75,11,0.25,30,4,500,1.005067078
1.75,11,0.25,30,4,1000,3.983879563
1.75,11,0.25,30,4,1500,8.084679552
1.75,11,0.25,45,4,500,1.140772953
1.75,11,0.25,45,4,1000,4.582058825
1.75,11,0.25,45,4,1500,9.931657746
1.75,11,0.25,60,4,500,0.8007259753
1.75,11,0.25,60,4,1000,3.280365165
1.75,11,0.25,60,4,1500,6.683451451
1.75,11,0.75,30,4,500,7.426066376
1.75,11,0.75,30,4,1000,29.84816582
1.75,11,0.75,30,4,1500,70.34631145
1.75,11,0.75,30,4,2000,103.0476697
1.75,11,0.75,45,4,500,7.999369945
1.75,11,0.75,45,4,1000,32.91152516
1.75,11,0.75,45,4,1500,68.65600186
1.75,11,0.75,45,4,2000,119.1546183
1.75,11,0.75,60,4,500,2.661760329
1.75,11,0.75,60,4,1000,10.15373024
1.75,11,0.75,60,4,1500,23.64968569
1.75,11,0.75,60,4,2000,38.11853901
1.75,11,1.25,30,4,500,8.380693343
1.75,11,1.25,30,4,1000,33.84253766
1.75,11,1.25,30,4,1500,62.35111917
1.75,11,1.25,30,4,2000,139.8092499
1.75,11,1.25,45,4,500,8.490984545
1.75,11,1.25,45,4,1000,35.2314214
1.75,11,1.25,45,4,1500,88.82677046
1.75,11,1.25,45,4,2000,135.5015692
1.75,11,1.25,60,4,500,4.30851928
1.75,11,1.25,60,4,1000,15.72279801
1.75,11,1.25,60,4,1500,37.79037659
1.75,11,1.25,60,4,2000,61.87712476
1.75,11,1.5,30,4,500,10.47259074
1.75,11,1.5,30,4,1000,41.63652617
1.75,11,1.5,30,4,1500,89.93564034
1.75,11,1.5,30,4,2000,156.9642901
1.75,11,1.5,45,4,500,3.38081295
1.75,11,1.5,45,4,1000,14.20219184
1.75,11,1.5,45,4,1500,31.87368152
1.75,11,1.5,45,4,2000,44.38531019
