Arc Center Distance,Diameter,Width,Pitch,Blade Count,Thickness,Rotational Speed,Thrust,Efficiency
0.75,5,1.5,45,3,0.05,1500,2.038461211,0.08,
0.75,5,1.5,45,3,0.05,2000,3.512453789,0.08,
0.75,5,1.5,45,3,0.05,2500,5.573192433,0.08,
0.75,5,1.5,60,3,0.05,500,0.1319460951,0.01,
0.75,5,1.5,60,3,0.05,1000,0.5464627976,0.01,
0.75,5,1.5,60,3,0.05,1500,1.161906198,0.01,
0.75,5,1.5,60,3,0.05,2000,1.889063698,0.01,
0.75,5,1.5,60,3,0.05,2500,1.169345944,0.00,
0.75,7,0.25,30,3,0.05,500,0.3873506775,0.15,
0.75,7,0.25,30,3,0.05,1000,1.310722789,0.13,
0.75,7,0.25,30,3,0.05,1500,3.29728587,0.15,
0.75,7,0.25,30,3,0.05,2000,5.644315288,0.15,
0.75,7,0.25,30,3,0.05,2500,7.799996282,0.13,
0.75,7,0.25,45,3,0.05,500,0.5150351732,0.23,
0.75,7,0.25,45,3,0.05,1000,1.991023692,0.23,
0.75,7,0.25,45,3,0.05,1500,4.453746484,0.23,
0.75,7,0.25,45,3,0.05,2000,7.715894037,0.23,
0.75,7,0.25,45,3,0.05,2500,10.94601757,0.21,
0.75,7,0.25,60,3,0.05,500,0.4925428148,0.24,
0.75,7,0.25,60,3,0.05,1000,1.914264499,0.24,
0.75,7,0.25,60,3,0.05,1500,4.389249354,0.26,
0.75,7,0.25,60,3,0.05,2000,8.550724414,0.31,
0.75,7,0.25,60,3,0.05,2500,16.83580052,0.47,
0.75,7,0.75,30,3,0.05,500,1.612053536,0.24,
0.75,7,0.75,30,3,0.05,1000,6.765539282,0.27,
0.75,7,0.75,30,3,0.05,1500,13.57744768,0.22,
0.75,7,0.75,30,3,0.05,2000,27.70932561,0.28,
0.75,7,0.75,30,3,0.05,2500,33.52508525,0.21,
0.75,7,0.75,45,3,0.05,500,1.760311479,0.31,
0.75,7,0.75,45,3,0.05,1000,7.523732775,0.35,
0.75,7,0.75,45,3,0.05,1500,15.7861707,0.32,
0.75,7,0.75,45,3,0.05,2000,32.18080645,0.41,
0.75,7,0.75,45,3,0.05,2500,48.88274725,0.40,
0.75,7,0.75,60,3,0.05,500,0.5999218762,0.19,
0.75,7,0.75,60,3,0.05,1000,2.39355845,0.20,
0.75,7,0.75,60,3,0.05,1500,5.225139595,0.20,
0.75,7,0.75,60,3,0.05,2000,9.946873676,0.23,
0.75,7,0.75,60,3,0.05,2500,15.618822,0.25,
0.75,7,1.25,30,3,0.05,500,2.596139518,0.28,
0.75,7,1.25,30,3,0.05,1000,10.453382,0.27,
0.75,7,1.25,30,3,0.05,1500,22.63548628,0.26,
0.75,7,1.25,30,3,0.05,2000,47.18812767,0.33,
0.75,7,1.25,30,3,0.05,2500,76.76735997,0.35,
0.75,7,1.25,45,3,0.05,500,1.693478268,0.29,
0.75,7,1.25,45,3,0.05,1000,6.9795412,0.30,
0.75,7,1.25,45,3,0.05,1500,15.7782203,0.31,
0.75,7,1.25,45,3,0.05,2000,28.93875989,0.33,
0.75,7,1.25,45,3,0.05,2500,45.68928385,0.34,
0.75,7,1.25,60,3,0.05,500,0.2588034488,0.02,
0.75,7,1.25,60,3,0.05,1000,1.917151181,0.05,
0.75,7,1.25,60,3,0.05,1500,4.241608431,0.05,
0.75,7,1.25,60,3,0.05,2000,2.41505638,0.01,
0.75,7,1.25,60,3,0.05,2500,7.70558526,0.03,
0.75,7,1.5,30,3,0.05,500,2.581722043,0.24,
0.75,7,1.5,30,3,0.05,1000,10.4617482,0.24,
0.75,7,1.5,30,3,0.05,1500,25.15664962,0.27,
0.75,7,1.5,30,3,0.05,2000,49.50823731,0.31,
0.75,7,1.5,30,3,0.05,2500,81.47703851,0.33,
0.75,7,1.5,45,3,0.05,500,1.855930382,0.22,
0.75,7,1.5,45,3,0.05,1000,7.584651943,0.23,
0.75,7,1.5,45,3,0.05,1500,16.11595443,0.22,
0.75,7,1.5,45,3,0.05,2000,31.30679246,0.25,
0.75,7,1.5,45,3,0.05,2500,23.46650761,0.04,
0.75,7,1.5,60,3,0.05,500,0.05752989213,0.00,
0.75,7,1.5,60,3,0.05,1000,0.2134785858,0.00,
0.75,7,1.5,60,3,0.05,1500,0.5196217341,0.00,
0.75,7,1.5,60,3,0.05,2000,1.229980984,0.00,
0.75,7,1.5,60,3,0.05,2500,3.19349814,0.00,
0.75,9,0.25,30,3,0.05,500,0.5589395814,0.06,
0.75,9,0.25,30,3,0.05,1000,2.169950442,0.06,
0.75,9,0.25,30,3,0.05,1500,4.767642749,0.06,
0.75,9,0.25,30,3,0.05,2000,6.862543043,0.04,
0.75,9,0.25,30,3,0.05,2500,6.272984784,0.02,
0.75,9,0.25,45,3,0.05,500,0.9882747019,0.14,
0.75,9,0.25,45,3,0.05,1000,3.849336033,0.14,
0.75,9,0.25,45,3,0.05,1500,8.272157394,0.13,
0.75,9,0.25,45,3,0.05,2000,8.568139643,0.06,
0.75,9,0.25,45,3,0.05,2500,9.067200994,0.03,
0.75,9,0.25,60,3,0.05,500,1.426465531,0.25,
0.75,9,0.25,60,3,0.05,1000,5.473047667,0.25,
0.75,9,0.25,60,3,0.05,1500,12.39470404,0.26,
0.75,9,0.25,60,3,0.05,2000,11.99770226,0.10,
0.75,9,0.25,60,3,0.05,2500,14.61966516,0.07,
0.75,9,0.75,30,3,0.05,500,3.301624517,0.19,
0.75,9,0.75,30,3,0.05,1000,12.96525968,0.19,
0.75,9,0.75,30,3,0.05,1500,28.57921708,0.19,
0.75,9,0.75,30,3,0.05,2000,23.09924725,0.06,
0.75,9,0.75,30,3,0.05,2500,68.32774542,0.18,
0.75,9,0.75,45,3,0.05,500,4.000131269,0.29,
0.75,9,0.75,45,3,0.05,1000,15.97610501,0.30,
0.75,9,0.75,45,3,0.05,1500,38.87029313,0.35,
0.75,9,0.75,45,3,0.05,2000,69.62606105,0.36,
0.75,9,0.75,45,3,0.05,2500,115.7334805,0.41,
0.75,9,0.75,60,3,0.05,500,2.781085405,0.31,
0.75,9,0.75,60,3,0.05,1000,11.90111539,0.36,
0.75,9,0.75,60,3,0.05,1500,27.02442027,0.38,
0.75,9,0.75,60,3,0.05,2000,48.5249347,0.40,
0.75,9,0.75,60,3,0.05,2500,74.81991846,0.41,
0.75,9,1.25,30,3,0.05,500,3.672931395,0.13,
0.75,9,1.25,30,3,0.05,1000,25.87139579,0.29,
0.75,9,1.25,30,3,0.05,1500,52.87812714,0.24,
0.75,9,1.25,30,3,0.05,2000,94.07533142,0.25,
0.75,9,1.25,30,3,0.05,2500,115.0707264,0.21,
0.75,9,1.25,45,3,0.05,500,5.496683205,0.41,
0.75,9,1.25,45,3,0.05,1000,21.28862093,0.40,
0.75,9,1.25,45,3,0.05,1500,45.68561789,0.38,
0.75,9,1.25,45,3,0.05,2000,51.99097668,0.19,
0.75,9,1.25,45,3,0.05,2500,128.7201044,0.42,
0.75,9,1.25,60,3,0.05,500,2.418499878,0.17,
0.75,9,1.25,60,3,0.05,1000,10.5385862,0.21,
0.75,9,1.25,60,3,0.05,1500,23.2834547,0.22,
0.75,9,1.25,60,3,0.05,2000,39.11130757,0.21,
0.75,9,1.25,60,3,0.05,2500,58.54800497,0.21,
0.75,9,1.5,30,3,0.05,500,8.138060189,0.34,
0.75,9,1.5,30,3,0.05,1000,30.87404825,0.32,
0.75,9,1.5,30,3,0.05,1500,66.58854095,0.30,
0.75,9,1.5,30,3,0.05,2000,123.7150423,0.33,
0.75,9,1.5,30,3,0.05,2500,179.3744143,0.31,
0.75,9,1.5,45,3,0.05,500,5.883848154,0.39,
0.75,9,1.5,45,3,0.05,1000,22.27091806,0.37,
0.75,9,1.5,45,3,0.05,1500,50.68597071,0.38,
0.75,9,1.5,45,3,0.05,2000,31.89132103,0.06,
0.75,9,1.5,45,3,0.05,2500,142.4885157,0.42,
0.75,9,1.5,60,3,0.05,500,1.972854039,0.10,
0.75,9,1.5,60,3,0.05,1000,8.349338136,0.12,
0.75,9,1.5,60,3,0.05,1500,18.22309049,0.12,
0.75,9,1.5,60,3,0.05,2000,8.796169968,0.01,
0.75,9,1.5,60,3,0.05,2500,16.95558301,0.02,
0.75,11,0.25,30,3,0.05,500,0.7888985212,0.04,
0.75,11,0.25,30,3,0.05,1000,3.164389593,0.04,
0.75,11,0.25,30,3,0.05,1500,5.750697498,0.03,
0.75,11,0.25,30,3,0.05,2000,5.960741773,0.01,
0.75,11,0.25,30,3,0.05,2500,0.05402376069,0.00,
0.75,11,0.25,45,3,0.05,500,1.453615019,0.09,
0.75,11,0.25,45,3,0.05,1000,5.376176202,0.09,
0.75,11,0.25,45,3,0.05,1500,7.553717121,0.04,
0.75,11,0.25,45,3,0.05,2000,8.502193259,0.02,
0.75,11,0.25,45,3,0.05,2500,0.3181419844,0.00,
0.75,11,0.25,60,3,0.05,500,2.232724191,0.18,
0.75,11,0.25,60,3,0.05,1000,8.227863897,0.17,
0.75,11,0.25,60,3,0.05,1500,3.542082181,0.01,
0.75,11,0.25,60,3,0.05,2000,5.033472796,0.01,
0.75,11,0.25,60,3,0.05,2500,0.6470828406,0.00,
0.75,11,0.75,30,3,0.05,500,6.361568782,0.20,
0.75,11,0.75,30,3,0.05,1000,21.22698152,0.16,
0.75,11,0.75,30,3,0.05,1500,42.35480609,0.14,
0.75,11,0.75,30,3,0.05,2000,28.2856328,0.03,
0.75,11,0.75,30,3,0.05,2500,3.02205237,0.00,
0.75,11,0.75,45,3,0.05,500,6.413791598,0.21,
0.75,11,0.75,45,3,0.05,1000,35.34440268,0.35,
0.75,11,0.75,45,3,0.05,1500,29.63861562,0.08,
0.75,11,0.75,45,3,0.05,2000,42.10339491,0.06,
0.75,11,0.75,45,3,0.05,2500,10.82923795,0.00,
0.75,11,0.75,60,3,0.05,500,4.246213618,0.15,
0.75,11,0.75,60,3,0.05,1000,28.2222319,0.38,
0.75,11,0.75,60,3,0.05,1500,39.08485652,0.17,
0.75,11,0.75,60,3,0.05,2000,119.7066765,0.46,
0.75,11,0.75,60,3,0.05,2500,21.5828734,0.01,
0.75,11,1.25,30,3,0.05,500,9.726278232,0.17,
0.75,11,1.25,30,3,0.05,1000,36.35884376,0.15,
0.75,11,1.25,30,3,0.05,1500,59.0738604,0.11,
0.75,11,1.25,30,3,0.05,2000,185.9878542,0.26,
0.75,11,1.25,30,3,0.05,2500,23.80355703,0.01,
0.75,11,1.25,45,3,0.05,500,6.947869877,0.14,
0.75,11,1.25,45,3,0.05,1000,53.00814365,0.41,
0.75,11,1.25,45,3,0.05,1500,70.47994174,0.18,
0.75,11,1.25,45,3,0.05,2000,109.2439681,0.16,
0.75,11,1.25,45,3,0.05,2500,23.8969,0.01,
0.75,11,1.25,60,3,0.05,500,5.386057507,0.30,
0.75,11,1.25,60,3,0.05,1000,21.72581197,0.33,
0.75,11,1.25,60,3,0.05,1500,43.9445207,0.30,
0.75,11,1.25,60,3,0.05,2000,75.29202871,0.31,
0.75,11,1.25,60,3,0.05,2500,4.413506697,0.00,
0.75,11,1.5,30,3,0.05,500,6.842242596,0.10,
0.75,11,1.5,30,3,0.05,1000,47.60572681,0.21,
0.75,11,1.5,30,3,0.05,1500,51.01553175,0.08,
0.75,11,1.5,30,3,0.05,2000,200.0209201,0.26,
0.75,11,1.5,30,3,0.05,2500,17.5557346,0.00,
0.75,11,1.5,45,3,0.05,500,11.58581212,0.36,
0.75,11,1.5,45,3,0.05,1000,48.34644979,0.40,
0.75,11,1.5,45,3,0.05,1500,104.6679842,0.38,
0.75,11,1.5,45,3,0.05,2000,194.0267832,0.44,
0.75,11,1.5,45,3,0.05,2500,92.02999529,0.08,
0.75,11,1.5,60,3,0.05,500,5.66771069,0.24,
0.75,11,1.5,60,3,0.05,1000,22.64022798,0.25,
0.75,11,1.5,60,3,0.05,1500,49.4220694,0.26,
0.75,11,1.5,60,3,0.05,2000,84.15068525,0.26,
0.75,11,1.5,60,3,0.05,2500,28.70667911,0.02,
1.25,3,0.25,30,3,0.05,500,0.0009649925791,0.00,
1.25,3,0.25,30,3,0.05,1000,0.003607219779,0.00,
1.25,3,0.25,30,3,0.05,1500,0.009441062164,0.00,
1.25,3,0.25,30,3,0.05,2000,0.01671395356,0.00,
1.25,3,0.25,30,3,0.05,2500,0.02498010276,0.00,
1.25,3,0.25,45,3,0.05,500,0.0006116591537,0.00,
1.25,3,0.25,45,3,0.05,1000,0.002264212865,0.00,
1.25,3,0.25,45,3,0.05,1500,0.005032629435,0.00,
1.25,3,0.25,45,3,0.05,2000,0.009417330867,0.00,
1.25,3,0.25,45,3,0.05,2500,0.01474099606,0.00,
1.25,3,0.25,60,3,0.05,500,0.0004045450862,0.00,
1.25,3,0.25,60,3,0.05,1000,0.001709421741,0.00,
1.25,3,0.25,60,3,0.05,1500,0.003705947019,0.00,
1.25,3,0.25,60,3,0.05,2000,0.006448978149,0.00,
1.25,3,0.25,60,3,0.05,2500,0.0106837564,0.00,
1.25,3,0.75,30,3,0.05,500,0.006393869825,0.01,
1.25,3,0.75,30,3,0.05,1000,0.02709000252,0.01,
1.25,3,0.75,30,3,0.05,1500,0.04208243568,0.00,
1.25,3,0.75,30,3,0.05,2000,0.100928327,0.01,
1.25,3,0.75,30,3,0.05,2500,0.131425925,0.01,
1.25,3,0.75,45,3,0.05,500,0.00366797933,0.00,
1.25,3,0.75,45,3,0.05,1000,0.01162391566,0.00,
1.25,3,0.75,45,3,0.05,1500,0.05921718462,0.01,
1.25,3,0.75,45,3,0.05,2000,0.05644225413,0.00,
1.25,3,0.75,45,3,0.05,2500,0.08665108195,0.00,
1.25,3,0.75,60,3,0.05,500,0.0139258641,0.01,
1.25,3,0.75,60,3,0.05,1000,0.05640338857,0.01,
1.25,3,0.75,60,3,0.05,1500,0.1246892444,0.01,
1.25,3,0.75,60,3,0.05,2000,0.2316132489,0.01,
1.25,3,0.75,60,3,0.05,2500,0.3424145915,0.01,
1.25,3,1.25,30,3,0.05,500,0.001244401067,0.00,
1.25,3,1.25,30,3,0.05,1000,0.004705524097,0.00,
1.25,3,1.25,30,3,0.05,1500,0.007914863126,0.00,
1.25,3,1.25,30,3,0.05,2000,0.01715644922,0.00,
1.25,3,1.25,30,3,0.05,2500,0.03073120041,0.00,
1.25,3,1.25,45,3,0.05,500,0.007772837765,0.00,
1.25,3,1.25,45,3,0.05,1000,0.03244674624,0.00,
1.25,3,1.25,45,3,0.05,1500,0.06927974628,0.00,
1.25,3,1.25,45,3,0.05,2000,0.1279120571,0.00,
1.25,3,1.25,45,3,0.05,2500,0.1958344855,0.00,
1.25,3,1.25,60,3,0.05,500,0.01966413735,0.01,
1.25,3,1.25,60,3,0.05,1000,0.06857263926,0.01,
1.25,3,1.25,60,3,0.05,1500,0.13947887,0.00,
1.25,3,1.25,60,3,0.05,2000,0.2499989274,0.00,
1.25,3,1.25,60,3,0.05,2500,0.2730674286,0.00,
1.25,3,1.5,30,3,0.05,500,0.0003619975912,0.00,
1.25,3,1.5,30,3,0.05,1000,0.001606295341,0.00,
1.25,3,1.5,30,3,0.05,1500,0.03278173871,0.00,
1.25,3,1.5,30,3,0.05,2000,0.05577954006,0.00,
1.25,3,1.5,30,3,0.05,2500,0.07966980839,0.00,
1.25,3,1.5,45,3,0.05,500,0.007424365302,0.00,
1.25,3,1.5,45,3,0.05,1000,0.02925442016,0.00,
1.25,3,1.5,45,3,0.05,1500,0.06496900053,0.00,
1.25,3,1.5,45,3,0.05,2000,0.1238682779,0.00,
1.25,3,1.5,45,3,0.05,2500,0.2056929774,0.00,
1.25,3,1.5,60,3,0.05,500,0.0146151142,0.00,
1.25,3,1.5,60,3,0.05,1000,0.3125864385,0.03,
1.25,3,1.5,60,3,0.05,1500,0.1672575256,0.00,
1.25,3,1.5,60,3,0.05,2000,0.4979532289,0.01,
1.25,3,1.5,60,3,0.05,2500,0.2199368633,0.00,
1.25,5,0.25,30,3,0.05,500,0.01523006421,0.01,
1.25,5,0.25,30,3,0.05,1000,0.06146440802,0.01,
1.25,5,0.25,30,3,0.05,1500,0.1138879529,0.01,
1.25,5,0.25,30,3,0.05,2000,0.1970469478,0.01,
1.25,5,0.25,30,3,0.05,2500,0.353760577,0.01,
1.25,5,0.25,45,3,0.05,500,0.000254819472,0.00,
1.25,5,0.25,45,3,0.05,1000,0.01147724696,0.01,
1.25,5,0.25,45,3,0.05,1500,0.02140871155,0.01,
1.25,5,0.25,45,3,0.05,2000,0.03632757596,0.01,
1.25,5,0.25,45,3,0.05,2500,0.05399729647,0.01,
1.25,5,0.25,60,3,0.05,500,0.007296845596,0.03,
1.25,5,0.25,60,3,0.05,1000,0.02922893778,0.04,
1.25,5,0.25,60,3,0.05,1500,0.06676888866,0.04,
1.25,5,0.25,60,3,0.05,2000,0.1154753528,0.04,
1.25,5,0.25,60,3,0.05,2500,0.1785886386,0.04,
1.25,5,0.75,30,3,0.05,500,0.06091594589,0.05,
1.25,5,0.75,30,3,0.05,1000,0.07648065699,0.01,
1.25,5,0.75,30,3,0.05,1500,0.546376452,0.06,
1.25,5,0.75,30,3,0.05,2000,0.9668527566,0.06,
1.25,5,0.75,30,3,0.05,2500,1.572361019,0.06,
1.25,5,0.75,45,3,0.05,500,0.1018741795,0.08,
1.25,5,0.75,45,3,0.05,1000,0.4126534414,0.09,
1.25,5,0.75,45,3,0.05,1500,0.9511711331,0.10,
1.25,5,0.75,45,3,0.05,2000,1.66777402,0.10,
1.25,5,0.75,45,3,0.05,2500,2.526486892,0.10,
1.25,5,0.75,60,3,0.05,500,0.06643098753,0.03,
1.25,5,0.75,60,3,0.05,1000,0.2682565472,0.03,
1.25,5,0.75,60,3,0.05,1500,0.5715656548,0.03,
1.25,5,0.75,60,3,0.05,2000,0.9966530506,0.03,
1.25,5,0.75,60,3,0.05,2500,1.647089806,0.03,
1.25,5,1.25,30,3,0.05,500,0.1870657175,0.11,
1.25,5,1.25,30,3,0.05,1000,0.8151257433,0.13,
1.25,5,1.25,30,3,0.05,1500,1.665467727,0.12,
1.25,5,1.25,30,3,0.05,2000,2.940311045,0.12,
1.25,5,1.25,30,3,0.05,2500,4.581276535,0.13,
1.25,5,1.25,45,3,0.05,500,0.09238045829,0.03,
1.25,5,1.25,45,3,0.05,1000,0.4284188622,0.04,
1.25,5,1.25,45,3,0.05,1500,0.8226886685,0.03,
1.25,5,1.25,45,3,0.05,2000,1.775815546,0.04,
1.25,5,1.25,45,3,0.05,2500,2.2619074,0.03,
1.25,5,1.25,60,3,0.05,500,0.1541669642,0.02,
1.25,5,1.25,60,3,0.05,1000,0.601761997,0.02,
1.25,5,1.25,60,3,0.05,1500,1.293090597,0.02,
1.25,5,1.25,60,3,0.05,2000,2.563554878,0.02,
1.25,5,1.25,60,3,0.05,2500,3.15408273,0.02,
1.25,5,1.5,30,3,0.05,500,0.1290139836,0.02,
1.25,5,1.5,30,3,0.05,1000,0.4835197825,0.02,
1.25,5,1.5,30,3,0.05,1500,1.135705502,0.02,
1.25,5,1.5,30,3,0.05,2000,2.319410837,0.03,
1.25,5,1.5,30,3,0.05,2500,3.385094865,0.03,
1.25,5,1.5,45,3,0.05,500,0.04767694684,0.01,
1.25,5,1.5,45,3,0.05,1000,0.1794689914,0.01,
1.25,5,1.5,45,3,0.05,1500,0.4645459671,0.01,
1.25,5,1.5,45,3,0.05,2000,2.637155287,0.03,
1.25,5,1.5,45,3,0.05,2500,2.624590466,0.02,
1.25,5,1.5,60,3,0.05,500,0.1122044246,0.01,
1.25,5,1.5,60,3,0.05,1000,0.192758317,0.00,
1.25,5,1.5,60,3,0.05,1500,0.9752378604,0.01,
1.25,5,1.5,60,3,0.05,2000,0.6119114496,0.00,
1.25,5,1.5,60,3,0.05,2500,2.01572396,0.01,
1.25,7,0.25,30,3,0.05,500,0.4735294194,0.17,
1.25,7,0.25,30,3,0.05,1000,1.606145639,0.15,
1.25,7,0.25,30,3,0.05,1500,4.349850384,0.19,
1.25,7,0.25,30,3,0.05,2000,7.199720433,0.18,
1.25,7,0.25,30,3,0.05,2500,11.72101242,0.19,
1.25,7,0.25,45,3,0.05,500,0.506564888,0.21,
1.25,7,0.25,45,3,0.05,1000,1.995789747,0.21,
1.25,7,0.25,45,3,0.05,1500,4.784140289,0.24,
1.25,7,0.25,45,3,0.05,2000,7.751661077,0.22,
1.25,7,0.25,45,3,0.05,2500,12.04460209,0.22,
1.25,7,0.25,60,3,0.05,500,0.2269674799,0.14,
1.25,7,0.25,60,3,0.05,1000,0.9084146816,0.16,
1.25,7,0.25,60,3,0.05,1500,2.018116062,0.17,
1.25,7,0.25,60,3,0.05,2000,3.583573767,0.17,
1.25,7,0.25,60,3,0.05,2500,5.461187841,0.17,
1.25,7,0.75,30,3,0.05,500,1.265686276,0.22,
1.25,7,0.75,30,3,0.05,1000,5.071721567,0.22,
1.25,7,0.75,30,3,0.05,1500,11.15273069,0.22,
1.25,7,0.75,30,3,0.05,2000,20.79076828,0.24,
1.25,7,0.75,30,3,0.05,2500,31.81770447,0.24,
1.25,7,0.75,45,3,0.05,500,0.4125794488,0.15,
1.25,7,0.75,45,3,0.05,1000,1.633648481,0.16,
1.25,7,0.75,45,3,0.05,1500,4.247145847,0.21,
1.25,7,0.75,45,3,0.05,2000,7.757678146,0.23,
1.25,7,0.75,45,3,0.05,2500,12.21254081,0.24,
1.25,7,0.75,60,3,0.05,500,0.5062106067,0.16,
1.25,7,0.75,60,3,0.05,1000,1.955792225,0.16,
1.25,7,0.75,60,3,0.05,1500,4.265882759,0.17,
1.25,7,0.75,60,3,0.05,2000,8.066212902,0.19,
1.25,7,0.75,60,3,0.05,2500,12.31024028,0.19,
1.25,7,1.25,30,3,0.05,500,1.684999317,0.27,
1.25,7,1.25,30,3,0.05,1000,6.638668147,0.27,
1.25,7,1.25,30,3,0.05,1500,15.01854828,0.27,
1.25,7,1.25,30,3,0.05,2000,26.41796404,0.28,
1.25,7,1.25,30,3,0.05,2500,40.40914364,0.27,
1.25,7,1.25,45,3,0.05,500,0.9437657697,0.25,
1.25,7,1.25,45,3,0.05,1000,3.809726749,0.27,
1.25,7,1.25,45,3,0.05,1500,7.691441953,0.24,
1.25,7,1.25,45,3,0.05,2000,14.98001954,0.28,
1.25,7,1.25,45,3,0.05,2500,21.7126954,0.27,
1.25,7,1.25,60,3,0.05,500,0.3550617576,0.03,
1.25,7,1.25,60,3,0.05,1000,1.402709439,0.03,
1.25,7,1.25,60,3,0.05,1500,3.118810279,0.03,
1.25,7,1.25,60,3,0.05,2000,5.362036459,0.03,
1.25,7,1.25,60,3,0.05,2500,9.918278646,0.04,
1.25,7,1.5,30,3,0.05,500,1.6646066,0.23,
1.25,7,1.5,30,3,0.05,1000,6.509010975,0.22,
1.25,7,1.5,30,3,0.05,1500,14.69804017,0.23,
1.25,7,1.5,30,3,0.05,2000,34.82377221,0.35,
1.25,7,1.5,30,3,0.05,2500,62.95948646,0.47,
1.25,7,1.5,45,3,0.05,500,0.8370265755,0.18,
1.25,7,1.5,45,3,0.05,1000,3.374736099,0.20,
1.25,7,1.5,45,3,0.05,1500,8.084240803,0.22,
1.25,7,1.5,45,3,0.05,2000,13.29004419,0.21,
1.25,7,1.5,45,3,0.05,2500,6.971301752,0.02,
1.25,7,1.5,60,3,0.05,500,0.01167634601,0.00,
1.25,7,1.5,60,3,0.05,1000,0.1401875203,0.00,
1.25,7,1.5,60,3,0.05,1500,0.14316549,0.00,
1.25,7,1.5,60,3,0.05,2000,0.112893421,0.00,
1.25,7,1.5,60,3,0.05,2500,-0.0007008261989,0.00,
1.25,9,0.25,30,3,0.05,500,1.03805778,0.15,
1.25,9,0.25,30,3,0.05,1000,4.306163843,0.16,
1.25,9,0.25,30,3,0.05,1500,7.65261491,0.12,
1.25,9,0.25,30,3,0.05,2000,10.07688401,0.08,
1.25,9,0.25,30,3,0.05,2500,13.88732464,0.07,
1.25,9,0.25,45,3,0.05,500,1.197328467,0.22,
1.25,9,0.25,45,3,0.05,1000,4.650895989,0.22,
1.25,9,0.25,45,3,0.05,1500,8.554002121,0.16,
1.25,9,0.25,45,3,0.05,2000,16.08614713,0.19,
1.25,9,0.25,45,3,0.05,2500,20.33265024,0.14,
1.25,9,0.25,60,3,0.05,500,1.209357038,0.25,
1.25,9,0.25,60,3,0.05,1000,4.721772602,0.26,
1.25,9,0.25,60,3,0.05,1500,10.98407329,0.28,
1.25,9,0.25,60,3,0.05,2000,18.96612819,0.28,
1.25,9,0.25,60,3,0.05,2500,27.94640936,0.26,
1.25,9,0.75,30,3,0.05,500,1.884218812,0.11,
1.25,9,0.75,30,3,0.05,1000,10.63041307,0.19,
1.25,9,0.75,30,3,0.05,1500,24.5610395,0.20,
1.25,9,0.75,30,3,0.05,2000,42.11897933,0.20,
1.25,9,0.75,30,3,0.05,2500,54.27021218,0.17,
1.25,9,0.75,45,3,0.05,500,2.795242616,0.22,
1.25,9,0.75,45,3,0.05,1000,13.86953235,0.34,
1.25,9,0.75,45,3,0.05,1500,29.74454078,0.32,
1.25,9,0.75,45,3,0.05,2000,57.90599765,0.39,
1.25,9,0.75,45,3,0.05,2500,88.48831971,0.39,
1.25,9,0.75,60,3,0.05,500,0.8015219193,0.09,
1.25,9,0.75,60,3,0.05,1000,2.928514678,0.08,
1.25,9,0.75,60,3,0.05,1500,12.52083025,0.23,
1.25,9,0.75,60,3,0.05,2000,8.900219488,0.05,
1.25,9,0.75,60,3,0.05,2500,33.06220974,0.24,
1.25,9,1.25,30,3,0.05,500,3.451044261,0.20,
1.25,9,1.25,30,3,0.05,1000,15.76903194,0.26,
1.25,9,1.25,30,3,0.05,1500,31.62833741,0.22,
1.25,9,1.25,30,3,0.05,2000,65.84662949,0.29,
1.25,9,1.25,30,3,0.05,2500,102.6928333,0.30,
1.25,9,1.25,45,3,0.05,500,4.43516053,0.33,
1.25,9,1.25,45,3,0.05,1000,15.63539333,0.27,
1.25,9,1.25,45,3,0.05,1500,38.64120391,0.33,
1.25,9,1.25,45,3,0.05,2000,64.61953063,0.31,
1.25,9,1.25,45,3,0.05,2500,103.901644,0.33,
1.25,9,1.25,60,3,0.05,500,2.096816012,0.15,
1.25,9,1.25,60,3,0.05,1000,8.49745379,0.16,
1.25,9,1.25,60,3,0.05,1500,18.24422239,0.15,
1.25,9,1.25,60,3,0.05,2000,29.34189592,0.14,
1.25,9,1.25,60,3,0.05,2500,41.22939652,0.12,
1.25,9,1.5,30,3,0.05,500,4.741225946,0.29,
1.25,9,1.5,30,3,0.05,1000,19.31135628,0.30,
1.25,9,1.5,30,3,0.05,1500,37.71642126,0.25,
1.25,9,1.5,30,3,0.05,2000,75.35999803,0.31,
1.25,9,1.5,30,3,0.05,2500,100.6249116,0.25,
1.25,9,1.5,45,3,0.05,500,3.395513718,0.17,
1.25,9,1.5,45,3,0.05,1000,19.65004062,0.31,
1.25,9,1.5,45,3,0.05,1500,18.33990031,0.03,
1.25,9,1.5,45,3,0.05,2000,24.70156443,0.02,
1.25,9,1.5,45,3,0.05,2500,93.79771105,0.21,
1.25,9,1.5,60,3,0.05,500,1.729689448,0.09,
1.25,9,1.5,60,3,0.05,1000,6.218792826,0.08,
1.25,9,1.5,60,3,0.05,1500,13.73916763,0.08,
1.25,9,1.5,60,3,0.05,2000,11.13495201,0.01,
1.25,9,1.5,60,3,0.05,2500,18.53357613,0.03,
1.25,11,0.25,30,3,0.05,500,0.310821617,0.01,
1.25,11,0.25,30,3,0.05,1000,7.700822286,0.15,
1.25,11,0.25,30,3,0.05,1500,9.634678813,0.07,
1.25,11,0.25,30,3,0.05,2000,14.02086535,0.05,
1.25,11,0.25,30,3,0.05,2500,2.323406415,0.00,
1.25,11,0.25,45,3,0.05,500,0.5931858043,0.03,
