Arc Center Distance,Diameter,Width,Pitch,Blade Count,Thickness,Rotational Speed,Thrust,Efficiency
0.75,11,1.5,60,2,0.05,2000,78.78156286,0.29,
0.75,11,1.5,60,2,0.05,2500,112.070306,0.26,
1.25,3,0.25,30,2,0.05,500,0.004818163782,0.02,
1.25,3,0.25,30,2,0.05,1000,0.01497602926,0.01,
1.25,3,0.25,30,2,0.05,1500,0.03512844723,0.02,
1.25,3,0.25,30,2,0.05,2000,0.06220278754,0.02,
1.25,3,0.25,30,2,0.05,2500,0.09587888925,0.02,
1.25,3,0.25,45,2,0.05,500,0.001345708588,0.00,
1.25,3,0.25,45,2,0.05,1000,0.0004354683049,0.00,
1.25,3,0.25,45,2,0.05,1500,0.012006422,0.00,
1.25,3,0.25,45,2,0.05,2000,0.02106736113,0.00,
1.25,3,0.25,45,2,0.05,2500,0.001931464887,0.00,
1.25,3,0.25,60,2,0.05,500,0.0004047410193,0.00,
1.25,3,0.25,60,2,0.05,1000,0.001774303002,0.00,
1.25,3,0.25,60,2,0.05,1500,0.004199644438,0.00,
1.25,3,0.25,60,2,0.05,2000,0.006986814004,0.00,
1.25,3,0.25,60,2,0.05,2500,0.01255297841,0.00,
1.25,3,0.75,30,2,0.05,500,0.002048725149,0.00,
1.25,3,0.75,30,2,0.05,1000,0.009809713506,0.00,
1.25,3,0.75,30,2,0.05,1500,0.02244641739,0.00,
1.25,3,0.75,30,2,0.05,2000,0.04149319751,0.00,
1.25,3,0.75,30,2,0.05,2500,0.07753282402,0.00,
1.25,3,0.75,45,2,0.05,500,0.02197009889,0.03,
1.25,3,0.75,45,2,0.05,1000,0.07188609883,0.02,
1.25,3,0.75,45,2,0.05,1500,0.1644676698,0.03,
1.25,3,0.75,45,2,0.05,2000,0.1389161389,0.01,
1.25,3,0.75,45,2,0.05,2500,0.06008132826,0.00,
1.25,3,0.75,60,2,0.05,500,0.024784174,0.02,
1.25,3,0.75,60,2,0.05,1000,0.0753516725,0.01,
1.25,3,0.75,60,2,0.05,1500,0.1062874214,0.01,
1.25,3,0.75,60,2,0.05,2000,0.1855717935,0.01,
1.25,3,0.75,60,2,0.05,2500,0.2770519994,0.00,
1.25,3,1.25,30,2,0.05,500,0.0002383766476,0.00,
1.25,3,1.25,30,2,0.05,1000,0.0004185891457,0.00,
1.25,3,1.25,30,2,0.05,1500,0.0040660228,0.00,
1.25,3,1.25,30,2,0.05,2000,0.001506724405,0.00,
1.25,3,1.25,30,2,0.05,2500,0.001908912076,0.00,
1.25,3,1.25,45,2,0.05,500,0.009972794466,0.00,
1.25,3,1.25,45,2,0.05,1000,0.0354695451,0.00,
1.25,3,1.25,45,2,0.05,1500,0.07815108843,0.00,
1.25,3,1.25,45,2,0.05,2000,0.134072677,0.00,
1.25,3,1.25,45,2,0.05,2500,0.1977814986,0.00,
1.25,3,1.25,60,2,0.05,500,0.0162492864,0.00,
1.25,3,1.25,60,2,0.05,1000,0.1332671362,0.01,
1.25,3,1.25,60,2,0.05,1500,0.1421624689,0.00,
1.25,3,1.25,60,2,0.05,2000,0.2579069877,0.00,
1.25,3,1.25,60,2,0.05,2500,0.3743184224,0.00,
1.25,3,1.5,30,2,0.05,500,0.00001618456548,0.00,
1.25,3,1.5,30,2,0.05,1000,0.0084511929,0.00,
1.25,3,1.5,30,2,0.05,1500,0.1457539794,0.01,
1.25,3,1.5,30,2,0.05,2000,0.122789779,0.00,
1.25,3,1.5,30,2,0.05,2500,0.1883555667,0.00,
1.25,3,1.5,45,2,0.05,500,0.01016021803,0.00,
1.25,3,1.5,45,2,0.05,1000,0.1640262468,0.01,
1.25,3,1.5,45,2,0.05,1500,0.07783832323,0.00,
1.25,3,1.5,45,2,0.05,2000,0.1304092119,0.00,
1.25,3,1.5,45,2,0.05,2500,0.1953668042,0.00,
1.25,3,1.5,60,2,0.05,500,0.1161582503,0.02,
1.25,3,1.5,60,2,0.05,1000,0.4904291778,0.02,
1.25,3,1.5,60,2,0.05,1500,1.047211122,0.02,
1.25,3,1.5,60,2,0.05,2000,1.891541813,0.02,
1.25,3,1.5,60,2,0.05,2500,2.936377145,0.02,
1.25,5,0.25,30,2,0.05,500,0.02684948773,0.06,
1.25,5,0.25,30,2,0.05,1000,0.1046966187,0.06,
1.25,5,0.25,30,2,0.05,1500,0.2456322445,0.07,
1.25,5,0.25,30,2,0.05,2000,0.4330274271,0.07,
1.25,5,0.25,30,2,0.05,2500,0.6777356114,0.08,
1.25,5,0.25,45,2,0.05,500,0.0001856486165,0.00,
1.25,5,0.25,45,2,0.05,1000,0.0001867813174,0.00,
1.25,5,0.25,45,2,0.05,1500,0.00835620491,0.00,
1.25,5,0.25,45,2,0.05,2000,0.01587456088,0.00,
1.25,5,0.25,45,2,0.05,2500,0.0256642585,0.00,
1.25,5,0.25,60,2,0.05,500,0.005635730655,0.02,
1.25,5,0.25,60,2,0.05,1000,0.03240431949,0.03,
1.25,5,0.25,60,2,0.05,1500,0.07399760262,0.04,
1.25,5,0.25,60,2,0.05,2000,0.1290069659,0.04,
1.25,5,0.25,60,2,0.05,2500,0.2020772767,0.04,
1.25,5,0.75,30,2,0.05,500,0.060688598,0.05,
1.25,5,0.75,30,2,0.05,1000,0.2501889751,0.06,
1.25,5,0.75,30,2,0.05,1500,0.5599243671,0.06,
1.25,5,0.75,30,2,0.05,2000,0.9993041225,0.06,
1.25,5,0.75,30,2,0.05,2500,1.542086626,0.06,
1.25,5,0.75,45,2,0.05,500,0.09578433986,0.05,
1.25,5,0.75,45,2,0.05,1000,0.4185086535,0.06,
1.25,5,0.75,45,2,0.05,1500,0.9533331159,0.06,
1.25,5,0.75,45,2,0.05,2000,1.676237388,0.07,
1.25,5,0.75,45,2,0.05,2500,2.587794408,0.07,
1.25,5,0.75,60,2,0.05,500,0.07137643295,0.02,
1.25,5,0.75,60,2,0.05,1000,0.2901348793,0.02,
1.25,5,0.75,60,2,0.05,1500,0.655206179,0.02,
1.25,5,0.75,60,2,0.05,2000,1.136827707,0.02,
1.25,5,0.75,60,2,0.05,2500,1.859410652,0.03,
1.25,5,1.25,30,2,0.05,500,0.1422252337,0.08,
1.25,5,1.25,30,2,0.05,1000,0.5888946124,0.09,
1.25,5,1.25,30,2,0.05,1500,1.330724428,0.09,
1.25,5,1.25,30,2,0.05,2000,2.386275079,0.10,
1.25,5,1.25,30,2,0.05,2500,3.738563597,0.10,
1.25,5,1.25,45,2,0.05,500,0.05893200441,0.01,
1.25,5,1.25,45,2,0.05,1000,0.02299030547,0.00,
1.25,5,1.25,45,2,0.05,1500,0.4702404897,0.01,
1.25,5,1.25,45,2,0.05,2000,0.8234823896,0.01,
1.25,5,1.25,45,2,0.05,2500,1.266977558,0.01,
1.25,5,1.25,60,2,0.05,500,0.200765176,0.02,
1.25,5,1.25,60,2,0.05,1000,0.7029080927,0.02,
1.25,5,1.25,60,2,0.05,1500,1.457921953,0.02,
1.25,5,1.25,60,2,0.05,2000,2.376862687,0.01,
1.25,5,1.25,60,2,0.05,2500,3.531322682,0.01,
1.25,5,1.5,30,2,0.05,500,0.001409214827,0.00,
1.25,5,1.5,30,2,0.05,1000,0.6069919567,0.05,
1.25,5,1.5,30,2,0.05,1500,0.6683275375,0.02,
1.25,5,1.5,30,2,0.05,2000,-0.01666378929,0.00,
1.25,5,1.5,30,2,0.05,2500,-0.04797825579,0.00,
1.25,5,1.5,45,2,0.05,500,0.05383405072,0.00,
1.25,5,1.5,45,2,0.05,1000,-0.002132755878,0.00,
1.25,5,1.5,45,2,0.05,1500,-0.005426643545,0.00,
1.25,5,1.5,45,2,0.05,2000,-0.01188278703,0.00,
1.25,5,1.5,45,2,0.05,2500,-0.02520201303,0.00,
1.25,5,1.5,60,2,0.05,500,0.08181847332,0.01,
1.25,5,1.5,60,2,0.05,1000,0.2663195,0.00,
1.25,5,1.5,60,2,0.05,1500,0.5364566641,0.00,
1.25,5,1.5,60,2,0.05,2000,0.8101785023,0.00,
1.25,5,1.5,60,2,0.05,2500,1.211896551,0.00,
1.25,7,0.25,30,2,0.05,500,0.2315114295,0.07,
1.25,7,0.25,30,2,0.05,1000,1.033181758,0.08,
1.25,7,0.25,30,2,0.05,1500,2.686350115,0.10,
1.25,7,0.25,30,2,0.05,2000,3.943051886,0.08,
1.25,7,0.25,30,2,0.05,2500,5.882683422,0.07,
1.25,7,0.25,45,2,0.05,500,0.4144252413,0.17,
1.25,7,0.25,45,2,0.05,1000,1.749076252,0.19,
1.25,7,0.25,45,2,0.05,1500,3.606432968,0.16,
1.25,7,0.25,45,2,0.05,2000,6.369379585,0.17,
1.25,7,0.25,45,2,0.05,2500,9.838561143,0.17,
1.25,7,0.25,60,2,0.05,500,0.1157955923,0.06,
1.25,7,0.25,60,2,0.05,1000,0.8557779011,0.14,
1.25,7,0.25,60,2,0.05,1500,1.966789859,0.15,
1.25,7,0.25,60,2,0.05,2000,3.447226594,0.16,
1.25,7,0.25,60,2,0.05,2500,5.349996189,0.16,
1.25,7,0.75,30,2,0.05,500,1.002988348,0.16,
1.25,7,0.75,30,2,0.05,1000,4.051104396,0.17,
1.25,7,0.75,30,2,0.05,1500,9.080948002,0.17,
1.25,7,0.75,30,2,0.05,2000,15.7891709,0.16,
1.25,7,0.75,30,2,0.05,2500,24.09885303,0.16,
1.25,7,0.75,45,2,0.05,500,0.4345128969,0.17,
1.25,7,0.75,45,2,0.05,1000,1.848992075,0.20,
1.25,7,0.75,45,2,0.05,1500,4.142260656,0.21,
1.25,7,0.75,45,2,0.05,2000,7.280361071,0.21,
1.25,7,0.75,45,2,0.05,2500,11.19777214,0.22,
1.25,7,0.75,60,2,0.05,500,0.5164456202,0.12,
1.25,7,0.75,60,2,0.05,1000,2.447483318,0.16,
1.25,7,0.75,60,2,0.05,1500,5.32020598,0.16,
1.25,7,0.75,60,2,0.05,2000,9.517119174,0.16,
1.25,7,0.75,60,2,0.05,2500,14.74555074,0.17,
1.25,7,1.25,30,2,0.05,500,1.27799737,0.19,
1.25,7,1.25,30,2,0.05,1000,5.081264431,0.19,
1.25,7,1.25,30,2,0.05,1500,11.54710617,0.20,
1.25,7,1.25,30,2,0.05,2000,20.79191048,0.20,
1.25,7,1.25,30,2,0.05,2500,31.97783905,0.20,
1.25,7,1.25,45,2,0.05,500,0.8868139504,0.25,
1.25,7,1.25,45,2,0.05,1000,3.103633817,0.21,
1.25,7,1.25,45,2,0.05,1500,7.010126258,0.22,
1.25,7,1.25,45,2,0.05,2000,12.29781597,0.22,
1.25,7,1.25,45,2,0.05,2500,19.19962037,0.23,
1.25,7,1.25,60,2,0.05,500,0.6320355209,0.06,
1.25,7,1.25,60,2,0.05,1000,2.429336928,0.06,
1.25,7,1.25,60,2,0.05,1500,5.937111234,0.07,
1.25,7,1.25,60,2,0.05,2000,9.970132244,0.07,
1.25,7,1.25,60,2,0.05,2500,15.17076424,0.07,
1.25,7,1.5,30,2,0.05,500,1.440665348,0.19,
1.25,7,1.5,30,2,0.05,1000,5.625496861,0.18,
1.25,7,1.5,30,2,0.05,1500,12.75214037,0.18,
1.25,7,1.5,30,2,0.05,2000,22.70478591,0.19,
1.25,7,1.5,30,2,0.05,2500,35.52834709,0.19,
1.25,7,1.5,45,2,0.05,500,1.178897819,0.20,
1.25,7,1.5,45,2,0.05,1000,4.059789751,0.16,
1.25,7,1.5,45,2,0.05,1500,9.119341995,0.17,
1.25,7,1.5,45,2,0.05,2000,16.00363912,0.17,
1.25,7,1.5,45,2,0.05,2500,24.49815143,0.17,
1.25,7,1.5,60,2,0.05,500,0.6332086652,0.04,
1.25,7,1.5,60,2,0.05,1000,2.457190822,0.04,
1.25,7,1.5,60,2,0.05,1500,5.629520759,0.04,
1.25,7,1.5,60,2,0.05,2000,10.29019446,0.05,
1.25,7,1.5,60,2,0.05,2500,15.89940085,0.05,
1.25,9,0.25,30,2,0.05,500,0.8400524876,0.11,
1.25,9,0.25,30,2,0.05,1000,3.057445906,0.10,
1.25,9,0.25,30,2,0.05,1500,6.070694538,0.09,
1.25,9,0.25,30,2,0.05,2000,10.22904937,0.08,
1.25,9,0.25,30,2,0.05,2500,15.17242274,0.08,
1.25,9,0.25,45,2,0.05,500,0.93507525,0.16,
1.25,9,0.25,45,2,0.05,1000,3.775544184,0.17,
1.25,9,0.25,45,2,0.05,1500,8.218931793,0.16,
1.25,9,0.25,45,2,0.05,2000,14.26494995,0.16,
1.25,9,0.25,45,2,0.05,2500,21.84904581,0.16,
1.25,9,0.25,60,2,0.05,500,0.9597216468,0.19,
1.25,9,0.25,60,2,0.05,1000,4.367223138,0.24,
1.25,9,0.25,60,2,0.05,1500,9.86921042,0.25,
1.25,9,0.25,60,2,0.05,2000,16.8614631,0.24,
1.25,9,0.25,60,2,0.05,2500,25.77424316,0.24,
1.25,9,0.75,30,2,0.05,500,2.029125808,0.13,
1.25,9,0.75,30,2,0.05,1000,8.144427716,0.14,
1.25,9,0.75,30,2,0.05,1500,17.31783948,0.12,
1.25,9,0.75,30,2,0.05,2000,27.42294365,0.11,
1.25,9,0.75,30,2,0.05,2500,44.89689931,0.12,
1.25,9,0.75,45,2,0.05,500,2.691600111,0.23,
1.25,9,0.75,45,2,0.05,1000,11.09786979,0.24,
1.25,9,0.75,45,2,0.05,1500,25.0798552,0.25,
1.25,9,0.75,45,2,0.05,2000,43.96628308,0.24,
1.25,9,0.75,45,2,0.05,2500,68.56897202,0.25,
1.25,9,0.75,60,2,0.05,500,1.345734718,0.15,
1.25,9,0.75,60,2,0.05,1000,7.422411785,0.27,
1.25,9,0.75,60,2,0.05,1500,16.84457038,0.28,
1.25,9,0.75,60,2,0.05,2000,28.71132949,0.28,
1.25,9,0.75,60,2,0.05,2500,43.33595067,0.28,
1.25,9,1.25,30,2,0.05,500,3.236794072,0.18,
1.25,9,1.25,30,2,0.05,1000,11.72264733,0.16,
1.25,9,1.25,30,2,0.05,1500,27.25853438,0.17,
1.25,9,1.25,30,2,0.05,2000,49.95799988,0.18,
1.25,9,1.25,30,2,0.05,2500,75.21744096,0.18,
1.25,9,1.25,45,2,0.05,500,3.540451006,0.22,
1.25,9,1.25,45,2,0.05,1000,14.42593333,0.23,
1.25,9,1.25,45,2,0.05,1500,34.18155636,0.25,
1.25,9,1.25,45,2,0.05,2000,60.47269941,0.25,
1.25,9,1.25,45,2,0.05,2500,94.51854343,0.26,
1.25,9,1.25,60,2,0.05,500,1.413850074,0.09,
1.25,9,1.25,60,2,0.05,1000,7.453106528,0.15,
1.25,9,1.25,60,2,0.05,1500,15.47004122,0.14,
1.25,9,1.25,60,2,0.05,2000,29.20858044,0.17,
1.25,9,1.25,60,2,0.05,2500,45.15289447,0.17,
1.25,9,1.5,30,2,0.05,500,4.335218707,0.21,
1.25,9,1.5,30,2,0.05,1000,16.01812838,0.20,
1.25,9,1.5,30,2,0.05,1500,37.66959476,0.21,
1.25,9,1.5,30,2,0.05,2000,65.5468564,0.21,
1.25,9,1.5,30,2,0.05,2500,103.2939678,0.21,
1.25,9,1.5,45,2,0.05,500,5.354032513,0.30,
1.25,9,1.5,45,2,0.05,1000,16.16902601,0.19,
1.25,9,1.5,45,2,0.05,1500,36.21858946,0.19,
1.25,9,1.5,45,2,0.05,2000,63.93897931,0.19,
1.25,9,1.5,45,2,0.05,2500,99.48699653,0.20,
1.25,9,1.5,60,2,0.05,500,1.427151245,0.05,
1.25,9,1.5,60,2,0.05,1000,8.002851816,0.09,
1.25,9,1.5,60,2,0.05,1500,18.79510919,0.10,
1.25,9,1.5,60,2,0.05,2000,32.79388224,0.11,
1.25,9,1.5,60,2,0.05,2500,47.03926134,0.10,
1.25,11,0.25,30,2,0.05,500,1.59674023,0.12,
1.25,11,0.25,30,2,0.05,1000,4.978362009,0.08,
1.25,11,0.25,30,2,0.05,1500,10.17279959,0.08,
1.25,11,0.25,30,2,0.05,2000,17.89809012,0.08,
1.25,11,0.25,30,2,0.05,2500,26.15527564,0.07,
1.25,11,0.25,45,2,0.05,500,1.695115555,0.14,
1.25,11,0.25,45,2,0.05,1000,7.173603545,0.16,
1.25,11,0.25,45,2,0.05,1500,14.33100929,0.13,
1.25,11,0.25,45,2,0.05,2000,27.53947775,0.16,
1.25,11,0.25,45,2,0.05,2500,42.41685931,0.16,
1.25,11,0.25,60,2,0.05,500,1.796735225,0.16,
1.25,11,0.25,60,2,0.05,1000,9.043255272,0.24,
1.25,11,0.25,60,2,0.05,1500,20.43478971,0.25,
1.25,11,0.25,60,2,0.05,2000,34.71183084,0.24,
1.25,11,0.25,60,2,0.05,2500,52.96407433,0.24,
1.25,11,0.75,30,2,0.05,500,3.738637303,0.12,
1.25,11,0.75,30,2,0.05,1000,23.50185227,0.25,
1.25,11,0.75,30,2,0.05,1500,32.95587211,0.12,
1.25,11,0.75,30,2,0.05,2000,58.44014848,0.13,
1.25,11,0.75,30,2,0.05,2500,88.38025099,0.13,
1.25,11,0.75,45,2,0.05,500,5.539279471,0.24,
1.25,11,0.75,45,2,0.05,1000,21.68470593,0.24,
1.25,11,0.75,45,2,0.05,1500,47.9957486,0.24,
1.25,11,0.75,45,2,0.05,2000,83.96181367,0.24,
1.25,11,0.75,45,2,0.05,2500,125.6001449,0.23,
1.25,11,0.75,60,2,0.05,500,3.617507733,0.20,
1.25,11,0.75,60,2,0.05,1000,16.47542146,0.26,
1.25,11,0.75,60,2,0.05,1500,38.46735688,0.28,
1.25,11,0.75,60,2,0.05,2000,67.18699874,0.28,
1.25,11,0.75,60,2,0.05,2500,103.0254143,0.28,
1.25,11,1.25,30,2,0.05,500,5.848318106,0.16,
1.25,11,1.25,30,2,0.05,1000,25.73738845,0.19,
1.25,11,1.25,30,2,0.05,1500,54.17182187,0.18,
1.25,11,1.25,30,2,0.05,2000,94.54739588,0.18,
1.25,11,1.25,30,2,0.05,2500,153.4658209,0.20,
1.25,11,1.25,45,2,0.05,500,6.246666864,0.16,
1.25,11,1.25,45,2,0.05,1000,31.67739193,0.23,
1.25,11,1.25,45,2,0.05,1500,69.67697393,0.23,
1.25,11,1.25,45,2,0.05,2000,129.8950649,0.25,
1.25,11,1.25,45,2,0.05,2500,202.2794679,0.25,
1.25,11,1.25,60,2,0.05,500,5.591264157,0.23,
1.25,11,1.25,60,2,0.05,1000,21.21768017,0.21,
1.25,11,1.25,60,2,0.05,1500,53.69472759,0.28,
1.25,11,1.25,60,2,0.05,2000,92.33646939,0.28,
1.25,11,1.25,60,2,0.05,2500,139.1084913,0.29,
1.25,11,1.5,30,2,0.05,500,7.519231408,0.20,
1.25,11,1.5,30,2,0.05,1000,28.14792252,0.20,
1.25,11,1.5,30,2,0.05,1500,62.43901832,0.20,
1.25,11,1.5,30,2,0.05,2000,106.8510169,0.19,
1.25,11,1.5,30,2,0.05,2500,171.5096388,0.20,
1.25,11,1.5,45,2,0.05,500,11.05629785,0.32,
1.25,11,1.5,45,2,0.05,1000,33.04791963,0.20,
1.25,11,1.5,45,2,0.05,1500,78.52771685,0.22,
1.25,11,1.5,45,2,0.05,2000,137.5496137,0.22,
1.25,11,1.5,45,2,0.05,2500,217.0285126,0.24,
1.25,11,1.5,60,2,0.05,500,2.582611473,0.07,
1.25,11,1.5,60,2,0.05,1000,18.20929086,0.18,
1.25,11,1.5,60,2,0.05,1500,42.1883053,0.21,
1.25,11,1.5,60,2,0.05,2000,73.42704089,0.21,
1.25,11,1.5,60,2,0.05,2500,101.3432259,0.20,
1.75,5,0.25,30,2,0.05,500,0.009183766478,0.01,
1.75,5,0.25,30,2,0.05,1000,0.03042906812,0.01,
1.75,5,0.25,30,2,0.05,1500,0.07346838051,0.01,
1.75,5,0.25,30,2,0.05,2000,0.1210016087,0.01,
1.75,5,0.25,30,2,0.05,2500,0.1852576934,0.01,
1.75,5,0.25,45,2,0.05,500,0.002779749108,0.00,
1.75,5,0.25,45,2,0.05,1000,0.012492822,0.00,
1.75,5,0.25,45,2,0.05,1500,0.007517979826,0.00,
1.75,5,0.25,45,2,0.05,2000,0.04909210047,0.00,
1.75,5,0.25,45,2,0.05,2500,0.07767135982,0.01,
1.75,5,0.25,60,2,0.05,500,0.001592432185,0.00,
1.75,5,0.25,60,2,0.05,1000,0.005317051477,0.00,
1.75,5,0.25,60,2,0.05,1500,0.01193284025,0.00,
1.75,5,0.25,60,2,0.05,2000,0.02050924522,0.00,
1.75,5,0.25,60,2,0.05,2500,0.03191810639,0.00,
1.75,5,0.75,30,2,0.05,500,0.02625532286,0.01,
1.75,5,0.75,30,2,0.05,1000,0.1329744957,0.02,
1.75,5,0.75,30,2,0.05,1500,0.2944397176,0.02,
1.75,5,0.75,30,2,0.05,2000,0.5157297629,0.02,
1.75,5,0.75,30,2,0.05,2500,0.804996349,0.02,
1.75,5,0.75,45,2,0.05,500,0.05264177287,0.02,
1.75,5,0.75,45,2,0.05,1000,0.05932355536,0.00,
1.75,5,0.75,45,2,0.05,1500,0.5354117763,0.03,
1.75,5,0.75,45,2,0.05,2000,0.9369680076,0.03,
1.75,5,0.75,45,2,0.05,2500,1.362797674,0.03,
1.75,5,0.75,60,2,0.05,500,0.02436934832,0.00,
1.75,5,0.75,60,2,0.05,1000,0.04943965709,0.00,
1.75,5,0.75,60,2,0.05,1500,0.1238031518,0.00,
1.75,5,0.75,60,2,0.05,2000,0.01911923411,0.00,
1.75,5,0.75,60,2,0.05,2500,0.3248765858,0.00,
1.75,5,1.25,30,2,0.05,500,0.04710692861,0.01,
1.75,5,1.25,30,2,0.05,1000,0.2087221119,0.02,
1.75,5,1.25,30,2,0.05,1500,0.4654290843,0.02,
1.75,5,1.25,30,2,0.05,2000,0.9556717149,0.02,
1.75,5,1.25,30,2,0.05,2500,1.493192823,0.02,
1.75,5,1.25,45,2,0.05,500,0.02506390898,0.00,
1.75,5,1.25,45,2,0.05,1000,0.02376933215,0.00,
1.75,5,1.25,45,2,0.05,1500,-0.00007555334298,0.00,
1.75,5,1.25,45,2,0.05,2000,0.003281132905,0.00,
1.75,5,1.25,45,2,0.05,2500,0.004740032529,0.00,
1.75,5,1.25,60,2,0.05,500,0.1084737168,0.01,
1.75,5,1.25,60,2,0.05,1000,0.3184825478,0.01,
1.75,5,1.25,60,2,0.05,1500,0.7192668383,0.01,
1.75,5,1.25,60,2,0.05,2000,1.157356135,0.00,
1.75,5,1.25,60,2,0.05,2500,1.751540272,0.00,
1.75,5,1.5,30,2,0.05,500,0.01282223074,0.00,
1.75,5,1.5,30,2,0.05,1000,0.3981394641,0.02,
1.75,5,1.5,30,2,0.05,1500,0.5450866161,0.01,
1.75,5,1.5,30,2,0.05,2000,0.9312991092,0.01,
1.75,5,1.5,30,2,0.05,2500,1.52250272,0.01,
1.75,5,1.5,45,2,0.05,500,0.01793262024,0.00,
1.75,5,1.5,45,2,0.05,1000,0.06848391649,0.00,
1.75,5,1.5,45,2,0.05,1500,0.02624495924,0.00,
1.75,5,1.5,45,2,0.05,2000,0.09057773057,0.00,
1.75,5,1.5,45,2,0.05,2500,0.05036943137,0.00,
1.75,5,1.5,60,2,0.05,500,0.1421965524,0.01,
1.75,5,1.5,60,2,0.05,1000,0.5933702272,0.01,
1.75,5,1.5,60,2,0.05,1500,0.85690885,0.00,
1.75,5,1.5,60,2,0.05,2000,2.054663257,0.01,
1.75,5,1.5,60,2,0.05,2500,2.021029105,0.00,
1.75,7,0.25,30,2,0.05,500,0.07538715749,0.06,
1.75,7,0.25,30,2,0.05,1000,0.3483988144,0.08,
1.75,7,0.25,30,2,0.05,1500,0.694898769,0.07,
1.75,7,0.25,30,2,0.05,2000,1.240956596,0.07,
1.75,7,0.25,30,2,0.05,2500,1.943439664,0.08,
1.75,7,0.25,45,2,0.05,500,0.006737397791,0.00,
1.75,7,0.25,45,2,0.05,1000,0.04592475884,0.01,
1.75,7,0.25,45,2,0.05,1500,0.1063711035,0.01,
1.75,7,0.25,45,2,0.05,2000,0.1863806563,0.01,
1.75,7,0.25,45,2,0.05,2500,0.283706024,0.01,
1.75,7,0.25,60,2,0.05,500,0.009453989357,0.01,
1.75,7,0.25,60,2,0.05,1000,0.02743755159,0.00,
1.75,7,0.25,60,2,0.05,1500,0.1302299214,0.01,
1.75,7,0.25,60,2,0.05,2000,0.2292294906,0.01,
1.75,7,0.25,60,2,0.05,2500,0.343128383,0.01,
1.75,7,0.75,30,2,0.05,500,0.1492991297,0.07,
1.75,7,0.75,30,2,0.05,1000,0.6040625957,0.08,
1.75,7,0.75,30,2,0.05,1500,1.411682566,0.09,
1.75,7,0.75,30,2,0.05,2000,2.429464002,0.09,
1.75,7,0.75,30,2,0.05,2500,3.851592727,0.09,
1.75,7,0.75,45,2,0.05,500,0.3514811663,0.11,
1.75,7,0.75,45,2,0.05,1000,1.456990533,0.13,
1.75,7,0.75,45,2,0.05,1500,3.306025858,0.13,
1.75,7,0.75,45,2,0.05,2000,5.726789299,0.13,
1.75,7,0.75,45,2,0.05,2500,8.832810548,0.14,
1.75,7,0.75,60,2,0.05,500,0.34238052,0.07,
1.75,7,0.75,60,2,0.05,1000,1.02058962,0.05,
1.75,7,0.75,60,2,0.05,1500,3.296361841,0.09,
1.75,7,0.75,60,2,0.05,2000,5.879470179,0.09,
1.75,7,0.75,60,2,0.05,2500,9.019620465,0.09,
1.75,7,1.25,30,2,0.05,500,0.301782541,0.06,
1.75,7,1.25,30,2,0.05,1000,1.321975786,0.07,
1.75,7,1.25,30,2,0.05,1500,2.905366547,0.07,
1.75,7,1.25,30,2,0.05,2000,5.196961216,0.08,
1.75,7,1.25,30,2,0.05,2500,7.94215924,0.08,
1.75,7,1.25,45,2,0.05,500,0.4470897827,0.08,
1.75,7,1.25,45,2,0.05,1000,1.812186572,0.08,
1.75,7,1.25,45,2,0.05,1500,3.966681961,0.08,
1.75,7,1.25,45,2,0.05,2000,7.207777104,0.09,
1.75,7,1.25,45,2,0.05,2500,11.19220376,0.09,
1.75,7,1.25,60,2,0.05,500,0.2038232093,0.01,
1.75,7,1.25,60,2,0.05,1000,0.4568521033,0.01,
1.75,7,1.25,60,2,0.05,1500,1.66677081,0.01,
1.75,7,1.25,60,2,0.05,2000,1.635677817,0.01,
1.75,7,1.25,60,2,0.05,2500,4.470137839,0.01,
1.75,7,1.5,30,2,0.05,500,0.6639780008,0.17,
1.75,7,1.5,30,2,0.05,1000,2.434319823,0.16,
1.75,7,1.5,30,2,0.05,1500,5.611571757,0.17,
1.75,7,1.5,30,2,0.05,2000,9.716158549,0.16,
1.75,7,1.5,30,2,0.05,2500,15.35329013,0.17,
1.75,7,1.5,45,2,0.05,500,0.310204722,0.03,
1.75,7,1.5,45,2,0.05,1000,0.5189034573,0.01,
1.75,7,1.5,45,2,0.05,1500,2.852567596,0.04,
1.75,7,1.5,45,2,0.05,2000,2.387923779,0.01,
1.75,7,1.5,45,2,0.05,2500,8.05867984,0.04,
1.75,7,1.5,60,2,0.05,500,0.1451416681,0.01,
1.75,7,1.5,60,2,0.05,1000,0.02877100028,0.00,
1.75,7,1.5,60,2,0.05,1500,1.423901137,0.01,
1.75,7,1.5,60,2,0.05,2000,0.2739615108,0.00,
1.75,7,1.5,60,2,0.05,2500,3.403444347,0.01,
1.75,9,0.25,30,2,0.05,500,0.2754097622,0.08,
1.75,9,0.25,30,2,0.05,1000,1.3406169,0.12,
1.75,9,0.25,30,2,0.05,1500,2.479051294,0.09,
1.75,9,0.25,30,2,0.05,2000,5.032426449,0.12,
1.75,9,0.25,30,2,0.05,2500,6.895748174,0.10,
1.75,9,0.25,45,2,0.05,500,0.3609549041,0.09,
1.75,9,0.25,45,2,0.05,1000,1.350465373,0.09,
1.75,9,0.25,45,2,0.05,1500,2.983442388,0.09,
1.75,9,0.25,45,2,0.05,2000,5.345028587,0.10,
1.75,9,0.25,45,2,0.05,2500,8.190256743,0.10,
